inner_id,id,text,label,original movie dialogue,movie name,agreement,annotator_1,manipulative_1,technique_1,victim_1,vulnerability_1,marks_1,confidence_1,annotator_2,manipulative_2,technique_2,victim_2,vulnerability_2,marks_2,confidence_2,annotator_3,manipulative_3,technique_3,victim_3,vulnerability_3,marks_3,confidence_3,dialogue_id,category
3732,85517121,"Person1: Do you mind if I smoke, Mr. Garrison?
Person2: How could I?  Dave, as you know, President Kennedy was assassinated on Friday.  A man named Lee Harvey Oswald was arrested as a suspect and then was murdered yesterday by a man named Jack Ruby.  We've heard reports that Oswald spent the summer in New Orleans and we've been advised you knew Oswald pretty well.
Person1: That's not true.  I never met anybody named Oswald.  Anybody who told you that has to be crazy.
Person2: But you are aware, he served in your Civil Air Patrol unit when he was a teenager.
Person1: No... if he did, I don't remember him.  There were lots of kids in and out... y'know.
Person2: I'm sure you've seen this.  Perhaps you knew this man under another name?
Person1: No, I never saw him before in my life.
Person2: Well that must've been mistaken information we got.  Thanks for straightening it out for us.  There is one other matter that's come up, Dave.  We were told you took a trip to Texas shortly after the assassination of Friday.
Person1: Yeah, now that's true.  I drove to Houston.
Person2: What was so appealing about Houston?
Person1: I hadn't been there ice skating in many years, and I had a couple of young friends with me, and we decided we wanted to go ice skating.
Person2: Dave, may I ask why the urge to go ice skating in Texas happened to strike you during one of the most violent thunderstorms in recent memory?
Person1: Oh, it was just a spur of the moment thing...  the storm wasn't that bad.
Person2: I see.  And where did you drive?
Person1: We went straight to Houston, and then Saturday night we drove to Galveston and stayed over there.
Person2: Why Galveston?
Person1: No particular reason.  Just to go somewhere.
Person2: And then Sunday?
Person1: In the morning we went goose hunting. Then headed home, but I dropped the boys off to see some relatives and I stayed in Hammond.
Person2: Did you bag any geese on this trip?
Person1: I believe the boys got a couple.
Person2: But the boys told us they didn't get any.
Person1: Oh yes, well, come to think of it, they're right.  We got to where the geese were and there were thousands of them.  But you couldn't approach them.  They were a wise bunch of birds.
Person2: Your young friends also told us you had no weapons in the car.  Dave, isn't it a bit difficult to hunt for geese without a shotgun?
Person1: Yes, now I remember, Mr. Garrison. I'm sorry, I got confused.  We got out there near the geese and it was only then we realized we'd forgotten our shotguns.  Stupid, right?  So of course we didn't get any geese.
Person2: I see.  Dave thank you for your time.  I'm sorry it has to end inconveniently for you, but I'm going to have you detained for further questioning by the FBI.
Person1: Why?  What's wrong?
Person2: Dave, I find your story simply not believable.",1,"FERRIE(m):Do you mind if I smoke, Mr. Garrison? 
JIM(m):How could I?  Dave, as you know, President Kennedy was assassinated on Friday.  A man named Lee Harvey Oswald was arrested as a suspect and then was murdered yesterday by a man named Jack Ruby.  We've heard reports that Oswald spent the summer in New Orleans and we've been advised you knew Oswald pretty well. 
FERRIE(m):That's not true.  I never met anybody named Oswald.  Anybody who told you that has to be crazy. 
JIM(m):But you are aware, he served in your Civil Air Patrol unit when he was a teenager. 
FERRIE(m):No... if he did, I don't remember him.  There were lots of kids in and out... y'know. 
JIM(m):I'm sure you've seen this.  Perhaps you knew this man under another name? 
FERRIE(m):No, I never saw him before in my life. 
JIM(m):Well that must've been mistaken information we got.  Thanks for straightening it out for us.  There is one other matter that's come up, Dave.  We were told you took a trip to Texas shortly after the assassination of Friday. 
FERRIE(m):Yeah, now that's true.  I drove to Houston. 
JIM(m):What was so appealing about Houston? 
FERRIE(m):I hadn't been there ice skating in many years, and I had a couple of young friends with me, and we decided we wanted to go ice skating. 
JIM(m):Dave, may I ask why the urge to go ice skating in Texas happened to strike you during one of the most violent thunderstorms in recent memory? 
FERRIE(m):Oh, it was just a spur of the moment thing...  the storm wasn't that bad. 
JIM(m):I see.  And where did you drive? 
FERRIE(m):We went straight to Houston, and then Saturday night we drove to Galveston and stayed over there. 
JIM(m):Why Galveston? 
FERRIE(m):No particular reason.  Just to go somewhere. 
JIM(m):And then Sunday? 
FERRIE(m):In the morning we went goose hunting. Then headed home, but I dropped the boys off to see some relatives and I stayed in Hammond. 
JIM(m):Did you bag any geese on this trip? 
FERRIE(m):I believe the boys got a couple. 
JIM(m):But the boys told us they didn't get any. 
FERRIE(m):Oh yes, well, come to think of it, they're right.  We got to where the geese were and there were thousands of them.  But you couldn't approach them.  They were a wise bunch of birds. 
JIM(m):Your young friends also told us you had no weapons in the car.  Dave, isn't it a bit difficult to hunt for geese without a shotgun? 
FERRIE(m):Yes, now I remember, Mr. Garrison. I'm sorry, I got confused.  We got out there near the geese and it was only then we realized we'd forgotten our shotguns.  Stupid, right?  So of course we didn't get any geese. 
JIM(m):I see.  Dave thank you for your time.  I'm sorry it has to end inconveniently for you, but I'm going to have you detained for further questioning by the FBI. 
FERRIE(m):Why?  What's wrong? 
JIM(m):Dave, I find your story simply not believable.",jfk,100.0,AN11,1,"Denial,Feigning Innocence",0,,"Yes, now I remember, Mr. Garrison. I'm sorry, I got confused.  <break> No, I never saw him before in my life. <break> No... if he did, I don't remember him. There were lots of kids in and out... y'know. <break> That's not true. I never met anybody named Oswald. Anybody who told you that has to be crazy.",5,AN1,1,Accusation,1,"Over-responsibility,Over-intellectualization","I see. Dave thank you for your time. I'm sorry it has to end inconveniently for you, but I'm going to have you detained for further questioning by the FBI.",3,AN13,1,Denial,0,,,3,10,manipulative
2660,85516250,"Person1: Hey, sweet cheeks.
Person2: Hi, Joey.
Person1: You're concentrating awfully hard considering it's gym class.",1,"JOEY(m):Hey, sweet cheeks. 
BIANCA(f):Hi, Joey. 
JOEY(m):You're concentrating awfully hard considering it's gym class.",10 things i hate about you,33.33333333333333,AN5,0,,0,,,5,AN15,1,"Rationalization,Shaming or Belittlement",0,,,4,AN2,0,,0,,,5,11,manipulative
2542,85515922,"Person1: So what made you change your mind about Sidney?
Person2: Mood swing. I'm manic depressive.
Person1: You're a hard one to figure out. GALE It's that complex yet shallow quality. It's deliberate.
Person1: I think you're all an act.
Person2: And deep down I'm a good person? Make no mistake, Dewey, I'm a shit.
Person1: I know that.
Person2: Yeah?
Person1: I also know that you're an aging TV reporter slash writer who, despite huge tabloid success, has some self worth issues regarding your personal life which directly effects your professional life in a non-positive manner. A coupla failed relationships with--I'm guessing balding, older men--have turned you into this bitch with a cell phone. But I bet sometimes, late at night, when you're all alone a sadness seeps to the surface and in a moment of clarity you know that all you really want is to be touched and held and fondled.",1,"DEWEY(m):So what made you change your mind about Sidney? 
GALE(f):Mood swing. I'm manic depressive. 
DEWEY(m):You're a hard one to figure out. GALE It's that complex yet shallow quality. It's deliberate. 
DEWEY(m):I think you're all an act. 
GALE(f):And deep down I'm a good person? Make no mistake, Dewey, I'm a shit. 
DEWEY(m):I know that. 
GALE(f):Yeah? 
DEWEY(m):I also know that you're an aging TV reporter slash writer who, despite huge tabloid success, has some self worth issues regarding your personal life which directly effects your professional life in a non-positive manner. A coupla failed relationships with--I'm guessing balding, older men--have turned you into this bitch with a cell phone. But I bet sometimes, late at night, when you're all alone a sadness seeps to the surface and in a moment of clarity you know that all you really want is to be touched and held and fondled.",scream 2,100.0,AN12,1,Shaming or Belittlement,0,,"It's deliberate.
Person1
-
I think you're all an act. <break> I also know that you're an aging TV reporter slash writer who, despite huge tabloid success, has some self worth issues regarding your personal life which directly effects your professional life in a non-positive manner. A coupla failed relationships with--I'm guessing balding, older men--have turned you into this bitch with a cell phone. But I bet sometimes, late at night, when you're all alone a sadness seeps to the surface and in a moment of clarity you know that all you really want is to be touched and held and fondled.",3,AN6,1,"Shaming or Belittlement,Accusation",1,Low self-esteem,,4,AN1,1,"Shaming or Belittlement,Persuasion or Seduction",1,"Dependency,Low self-esteem","I also know that you're an aging TV reporter slash writer who, despite huge tabloid success, has some self worth issues regarding your personal life which directly effects your professional life in a non-positive manner. A coupla failed relationships with--I'm guessing balding, older men--have turned you into this bitch with a cell phone. But I bet sometimes, late at night, when you're all alone a sadness seeps to the surface and in a moment of clarity you know that all you really want is to be touched and held and fondled. <break> I think you're all an act.",5,12,manipulative
419,85518114,"Person1: Ah, go chase yourself. I'll take my business elsewhere. And for future reference, you are no longer welcome at Ray's Boom-Boom Room.
Person2: There is no Boom-Boom Room.
Person1: When there is, you can forget about it. And I swear to God, you ever talk about my daddy again I'm gonna kick your bank-telling, loan-denying ass, you got me?
Person2: Oooh...
Person1: I think I liked you better when you kept your trap shut.",1,"RAY(M):Ah, go chase yourself. I'll take my business elsewhere. And for future reference, you are no longer welcome at Ray's Boom-Boom Room. 
CLAUDE(M):There is no Boom-Boom Room. 
RAY(M):When there is, you can forget about it. And I swear to God, you ever talk about my daddy again I'm gonna kick your bank-telling, loan-denying ass, you got me? 
CLAUDE(M):Oooh... 
RAY(M):I think I liked you better when you kept your trap shut.",the life of david gale,100.0,AN1,1,"Shaming or Belittlement,Intimidation",1,Dependency,"And I swear to God, you ever talk about my daddy again I'm gonna kick your bank-telling, loan-denying ass, you got me? <break> I think I liked you better when you kept your trap shut.",4,AN10,1,"Denial,Evasion,Intimidation",0,,"you ever talk about my daddy again I'm gonna kick your bank-telling, loan-denying ass, you got me?",3,AN7,1,"Brandishing Anger,Persuasion or Seduction",1,Low self-esteem,,4,13,manipulative
145,85515925,"Person1: Don't take that.  Tell him to shut up.
Person2: I can't do that.  He's the Man.  He'll fire my ass.
Person1: So what?
Person2: I need the job.
Person1: No you don't.",1,"VINCENT(m):Don't take that.  Tell him to shut the fuck up. 
MAX(m):I can't do that.  He's the Man.  He'll fire my ass. 
VINCENT(m):So what? 
MAX(m):I need the job. 
VINCENT(m):No you don't.",collateral,100.0,AN6,1,Playing Victim Role,0,,,5,AN1,1,Persuasion or Seduction,1,Low self-esteem,No you don't. <break> So what?,5,AN12,1,cannot decide,0,,,2,14,manipulative
1376,85516266,"Person1: How could I? I'm helping you clean up Mark's remains and you ask how could I cheat on George?
Person2: You're right. It's just, I can't cover up a murder so George won't know you're cheating.
Person1: You say murder, but you have no idea what happened. You don't remember doing it, so it's out of your control.
Person2: I think I turned into a werewolf and killed him.
Person1: Why would you do that?
Person2: I could smell another woman on him.
Person1: If you ask me, the jerk got what he deserved. I'm glad he's dead.
Person2: That's a terrible thing to say. Frida goes back to scrubbing the floor.
Person1: Okay, let's say that this is PMS- related. You think those male cops are going to understand that? You'll either be locked up for murder or locked up in the looney bin. We have to keep this hidden until we figure it out ourselves.",1,"JENNIFER(F):How could I? I'm helping you clean up Mark's remains and you ask how could I cheat on George? 
FRIDA(F):You're right. It's just, I can't cover up a murder so George won't know you're cheating. 
JENNIFER(F):You say murder, but you have no idea what happened. You don't remember doing it, so it's out of your control. 
FRIDA(F):I think I turned into a werewolf and killed him. 
JENNIFER(F):Why the fuck would you do that? 
FRIDA(F):I could smell another woman on him. 
JENNIFER(F):If you ask me, the fucker got what he deserved. I'm glad he's dead. 
FRIDA(F):That's a terrible thing to say. Frida goes back to scrubbing the floor. 
JENNIFER(F):Okay, let's say that this is PMS- related. You think those male cops are going to understand that? You'll either be locked up for murder or locked up in the looney bin. We have to keep this hidden until we figure it out ourselves.",the curse,33.33333333333333,AN2,0,,0,,,4,AN15,1,"Rationalization,Playing Victim Role",1,"Dependency,Over-responsibility",,5,AN5,1,"Brandishing Anger,Accusation",1,"Dependency,Low self-esteem",,5,15,manipulative
3611,85518168,"Person1: So where do you know Alan from?
Person2: We play tennis at the club.
Person1: Really. The California Racquet Club?
Person2: Yes.
Person1: That's my club too. I haven't seen you there.
Person2: Well, I haven't played in a while because of these kidney pains.
Person1: Right, and how long have you had these pains, Mr. Barber?
Person2: That's Babar.
Person1: Two bs?
Person2: One. B-a-b-a-r.
Person1: That's two.
Person2: But not right next to each other. I thought that's what you meant.
Person1: Arnold Babar. Isn't there a children's book about an elephant named Babar?
Person2: I don't know. I don't have any.
Person1: No children?
Person2: No books. No elephants either. No really good elephant books.
Person1: Still, it'd an odd name. I don't remember seeing it on the club registry.",1,"DR. DOLEN(M):So where do you know Alan from? 
FLETCH(m):We play tennis at the club. 
DR. DOLEN(M):Really. The California Racquet Club? 
FLETCH(m):Yes. 
DR. DOLEN(M):That's my club too. I haven't seen you there. 
FLETCH(m):Well, I haven't played in a while because of these kidney pains. 
DR. DOLEN(M):Right, and how long have you had these pains, Mr. Barber? 
FLETCH(m):That's Babar. 
DR. DOLEN(M):Two bs? 
FLETCH(m):One. B-a-b-a-r. 
DR. DOLEN(M):That's two. 
FLETCH(m):But not right next to each other. I thought that's what you meant. 
DR. DOLEN(M):Arnold Babar. Isn't there a children's book about an elephant named Babar? 
FLETCH(m):I don't know. I don't have any. 
DR. DOLEN(M):No children? 
FLETCH(m):No books. No elephants either. No really good elephant books. 
DR. DOLEN(M):Still, it'd an odd name. I don't remember seeing it on the club registry.",fletch,33.33333333333333,AN10,1,Shaming or Belittlement,0,," Isn't there a children's book about an elephant named Babar? <break> Still, it'd an odd name.",4,AN7,1,Shaming or Belittlement,0,," and how long have you had these pains, Mr. Barber?",3,AN1,0,,0,,,4,16,manipulative
3543,85515309,"Person1: Magua would use the ways of Les Francais and the Yengeese...
Person2: The red man put down the bow, picked up the fire stick and became the best warrior in the forest. Yes. It is the only way.
Person1: Would the Huron make his Algonquin brothers foolish with brandy and steal his lands to sell them for gold to the white man?  Would the Huron have greed for more land than a man can use? Like Francais Black Robes do?  Would Huron kill tribes with disease? Would the Huron fool Seneca into taking all the animals in the forest for beads & brandy? But sell the fur to the white man for gold?...  Those are the ways of Yengeese and Les Francais masters. Are they the ways of Huron men who hunt & work the land? Or of dogs?  ...Magua's heart is twisted. He would make himself into what twisted him. A Dog, become Master of Dogs. But are Hurons dogs?  ...Magua's way is false. It is like the white sickness. Magua's way will bring only sadness and shame. Is there another way? I don't know.  I am Nathaniel of the Yengeese; Hawkeye, adopted son of Chingachgook, of the Mohican people... Let the children of the dead Munro go free... I speak the truth.",1,"HAWKEYE(m):Magua would use the ways of Les Francais and the Yengeese... 
MAGUA(?):The red man put down the bow, picked up the fire stick and became the best warrior in the forest. Yes. It is the only way. 
HAWKEYE(m):Would the Huron make his Algonquin brothers foolish with brandy and steal his lands to sell them for gold to the white man?  Would the Huron have greed for more land than a man can use? Like Francais Black Robes do?  Would Huron kill tribes with disease? Would the Huron fool Seneca into taking all the animals in the forest for beads & brandy? But sell the fur to the white man for gold?...  Those are the ways of Yengeese and Les Francais masters. Are they the ways of Huron men who hunt & work the land? Or of dogs?  ...Magua's heart is twisted. He would make himself into what twisted him. A Dog, become Master of Dogs. But are Hurons dogs?  ...Magua's way is false. It is like the white sickness. Magua's way will bring only sadness and shame. Is there another way? I don't know.  I am Nathaniel of the Yengeese; Hawkeye, adopted son of Chingachgook, of the Mohican people... Let the children of the dead Munro go free... I speak the truth.",last of the mohicans,33.33333333333333,AN2,1,cannot decide,0,,"Would the Huron make his Algonquin brothers foolish with brandy and steal his lands to sell them for gold to the white man? Would the Huron have greed for more land than a man can use? Like Francais Black Robes do? Would Huron kill tribes with disease? Would the Huron fool Seneca into taking all the animals in the forest for beads & brandy? But sell the fur to the white man for gold?... Those are the ways of Yengeese and Les Francais masters. Are they the ways of Huron men who hunt & work the land? Or of dogs? ...Magua's heart is twisted. He would make himself into what twisted him. A Dog, become Master of Dogs. But are Hurons dogs? ...Magua's way is false. It is like the white sickness. Magua's way will bring only sadness and shame. Is there another way? I don't know. I am Nathaniel of the Yengeese; Hawkeye, adopted son of Chingachgook, of the Mohican people... Let the children of the dead Munro go free... I speak the trut",4,AN1,0,,0,,,3,AN12,0,,0,,,1,17,manipulative
2328,85518126,"Person1: I -- I don't know, you can't ask me that.
Person2: Well, if you want to get her in the sack, tell her you love her.  That's how I was duped.
Person1: I don't want to dupe her, Jessica.  If I say it, I have to be sure I mean it.
Person2: Well it's up to you.  The Big L, or the Big O.",1,"KEVIN(m):I -- I don't know, you can't ask me that. 
JESSICA(f):Well, if you want to get her in the sack, tell her you love her.  That's how I was duped. 
KEVIN(m):I don't want to dupe her, Jessica.  If I say it, I have to be sure I mean it. 
JESSICA(f):Well it's up to you.  The Big L, or the Big O.",american pie,33.33333333333333,AN7,1,Rationalization,1,"Naivete,Dependency","Well it's up to you. The Big L, or the Big O.",4,AN1,1,Persuasion or Seduction,1,"Over-responsibility,Low self-esteem","Well, if you want to get her in the sack, tell her you love her. That's how I was duped.",4,AN10,0,,0,,,3,18,manipulative
915,85515320,"Person1: I -- I may be wrong, but I suspect the Secretary of War.
Person2: Don't bother me - I'm thinking -- What was that?
Person1: I said - I suspect the Secretary of War.
Person2: THIS IS TREASON!!  What a fool I was to listen to your siren song and fall a helpless victim under the insidious spell of your irresistible charms --
Person1: But -
Person2: You satisfied your selfish whims, while nations tottered, dynasties rocked and the world plunged headlong into a chasm of chaos and oblivion --  Not bad, eh?",1,"MRS. TEASDALE(m):I -- I may be wrong, but I suspect the Secretary of War. 
GROUCHO(M):Don't bother me - I'm thinking -- What was that? 
MRS. TEASDALE(m):I said - I suspect the Secretary of War. 
GROUCHO(M):THIS IS TREASON!!  What a fool I was to listen to your siren song and fall a helpless victim under the insidious spell of your irresistible charms -- 
MRS. TEASDALE(m):But - 
GROUCHO(M):You satisfied your selfish whims, while nations tottered, dynasties rocked and the world plunged headlong into a chasm of chaos and oblivion --  Not bad, eh?",duck soup,33.33333333333333,AN12,1,Accusation,0,,"What a fool I was to listen to your siren song and fall a helpless victim under the insidious spell of your irresistible charms - <break> You satisfied your selfish whims, while nations tottered, dynasties rocked and the world plunged headlong into a chasm of chaos and oblivion -- Not bad, eh?",4,AN1,1,"Shaming or Belittlement,Brandishing Anger,Accusation",1,Over-responsibility,THIS IS TREASON!! What a fool I was to listen to your siren song and fall a helpless victim under the insidious spell of your irresistible charms -,5,AN2,0,,0,,,4,19,manipulative
1101,85519045,"Person1: If you got a problem with me, why are we dancing?
Person2: Yorgi asked me to.
Person1: You do everything Yorgi says?
Person2: Go to hell.
Person1: It's gonna be like that, huh? You got all bent out of shape as soon as he started dancing with someone else. Why's that?
Person2: Mind your business.
Person1: Did you guys used to date? That's it, right? He broke your heart and you're still soft on him. That's funny, it don't seem to fit with a tough broad like you.",1,"XANDER(m):If you got a problem with me, why are we dancing? 
PETRA(F):Yorgi asked me to. 
XANDER(m):You do everything Yorgi says? 
PETRA(F):Go to hell. 
XANDER(m):It's gonna be like that, huh? You got all bent out of shape as soon as he started dancing with someone else. Why's that? 
PETRA(F):Mind your business. 
XANDER(m):Did you guys used to date? That's it, right? He broke your heart and you're still soft on him. That's funny, it don't seem to fit with a tough broad like you.",xxx,33.33333333333333,AN7,1,Persuasion or Seduction,0,,,4,AN1,0,,0,,,4,AN9,1,"Feigning Innocence,Playing Victim Role",1,cannot decide,Yorgi asked me to.,3,20,manipulative
2592,85518695,"Person1: Five?
Person2: Five.
Person1: So, basically, I've got the life expectancy of a zit, right?
Person2: Not if you're careful.
Person1: How can you keep doing this?
Person2: It's what I was raised to do.  There aren't many of us left, the Watchers.
Person1: Watchers?
Person2: There's a small village in Hampshire, near Stonehenge...  ... near a bunch of big rocks. That's where I was born.  My father taught me about the training, about finding the Slayers, reading the signs.  There's a small cluster of us, a few families, really... most of the neighboring villagers think we're just a bunch of harmless old loonies.  I thought so myself for a time, when I was younger...  I'm sorry.  I'm not supposed to... I shouldn't go on like this.
Person1: I wish you would.
Person2: It isn't important.
Person1: I'm curious, is all.
Person2: Buffy, don't... don't start thinking of me as your friend.  It interferes with the work, and it...
Person1: And it makes it worse when I die, right?",1,"BUFFY(f):Five? 
MERRICK(m):Five. 
BUFFY(f):So, basically, I've got the life expectancy of a zit, right? 
MERRICK(m):Not if you're careful. 
BUFFY(f):How can you keep doing this? 
MERRICK(m):It's what I was raised to do.  There aren't many of us left, the Watchers. 
BUFFY(f):Watchers? 
MERRICK(m):There's a small village in Hampshire, near Stonehenge...  ... near a bunch of big rocks. That's where I was born.  My father taught me about the training, about finding the Slayers, reading the signs.  There's a small cluster of us, a few families, really... most of the neighboring villagers think we're just a bunch of harmless old loonies.  I thought so myself for a time, when I was younger...  I'm sorry.  I'm not supposed to... I shouldn't go on like this. 
BUFFY(f):I wish you would. 
MERRICK(m):It isn't important. 
BUFFY(f):I'm curious, is all. 
MERRICK(m):Buffy, don't... don't start thinking of me as your friend.  It interferes with the work, and it... 
BUFFY(f):And it makes it worse when I die, right?",buffy the vampire slayer,100.0,AN9,1,"Rationalization,Playing Victim Role,Persuasion or Seduction",1,Low self-esteem,,3,AN1,1,Persuasion or Seduction,1,Dependency,"Buffy, don't... don't start thinking of me as your friend. It interferes with the work, and it...",3,AN7,1,Persuasion or Seduction,0,,"There's a small village in Hampshire, near Stonehenge... ... near a bunch of big rocks. That's where I was born. My father taught me about the training, about finding the Slayers, reading the signs. There's a small cluster of us, a few families, really... most of the neighboring villagers think we're just a bunch of harmless old loonies. I thought so myself for a time, when I was younger... I'm sorry. I'm not supposed to... I shouldn't go on like this. <break> Buffy, don't... don't start thinking of me as your friend. It interferes with the work, and it...",4,21,manipulative
2923,85519224,"Person1: You are in a position to demand nothing, sir. I, on the other hand, am in a position to grant nothing. What you see is all that remains of the ship's company and the crew of the Botany Bay, marooned here fifteen years ago by Captain James T. Kirk.
Person2: Listen to me -- you men and women --
Person1: Save your strength, Captain, these people have sworn to live and die at my command two hundred years before you were born. Do you mean he...  ... never told you the tale? To amuse you, Captain? Never told you how the Enterprise picked up the Botany Bay, lost in space from the year 1996, myself and the ship's company in cryogenic freeze?
Person2: I've never even met Admiral Kirk --
Person1: Admiral? He didn't tell you how Admiral Kirk sent seventy of us into exile on this barren sand heap with only the contents of these cargo bays to sustain us?",1,"KHAN(?):You are in a position to demand nothing, sir. I, on the other hand, am in a position to grant nothing. What you see is all that remains of the ship's company and the crew of the <u>Botany Bay</u>, marooned here fifteen years ago by Captain James T. Kirk. 
TERRELL(?):Listen to me -- you men and women -- 
KHAN(?):Save your strength, Captain, these people have sworn to live and die at my command two hundred years before you were born. Do you mean he...  ... never told you the tale? To amuse you, Captain? Never told you how the <u>Enterprise</u> picked up the <u>Botany Bay</u>, lost in space from the year 1996, myself and the ship's company in cryogenic freeze? 
TERRELL(?):I've never even met Admiral Kirk -- 
KHAN(?):Admiral? He didn't tell you how <u>Admiral</u> Kirk sent seventy of us into exile on this barren sand heap with only the contents of these cargo bays to sustain us?",star trek: the wrath of khan,33.33333333333333,AN17,0,,0,,,4,AN6,1,"Shaming or Belittlement,Accusation",0,,,4,AN1,1,"Shaming or Belittlement,Accusation",1,"Naivete,Over-responsibility",Admiral? He didn't tell you how Admiral Kirk sent seventy of us into exile on this barren sand heap with only the contents of these cargo bays to sustain us?,4,22,manipulative
3858,85515139,"Person1: Ah yes, August Gorman. Have you looked for work this week, Mr. Gorman?
Person2: Yeah.
Person1: What kind?
Person2: Kitchen. . . Technician
Person1: Dishwasher? Any luck?
Person2: Nope, but --
Person1: Mr. Gorman, according to our records you have been unemployed for 36 weeks.
Person2: Thirty-five.
Person1: Not counting this week.  You secured employment last June as a messenger and were discharged after one day for. . .
Person2: They said I lost it on the subway, but it ain't the truth! It was a pickpocket took it!
Person1: A television set?
Person2: Well, it was one of them little bitty two-inch screen Japanese jobs.
Person1: The only other employment you found was in a fast-food joint--  -- which lasted. . . 28 minutes! Well! That's some kind of record. Talk about fast!
Person2: Man, them people was crazy! How they 'spect you to learn all that jive on the first day? ""Hold the pickle! Hold the lettuce! Extra onions! Special sauce! No special sauce!"" Ain't nobody found no meat inside that glop yet.
Person1: Mr. Gorman, the city of Metropolis is generous to a fault, but. . .
Person2: I know, I'm the fault.
Person1: Thirty-six weeks of chronic unemployment, thirty-six weeks of living off the taxes of hard-working citizens. Do you know what you are?
Person2: Don't call me a bum! I ain't no bum!
Person1: You are, I was about to say, no longer eligible.
Person2: What about this week's check?
Person1: ",1,"CLERK(?):Ah yes, August Gorman. Have you looked for work this week, Mr. Gorman? 
GUS(m):Yeah. 
CLERK(?):What kind? 
GUS(m):Kitchen. . . Technician 
CLERK(?):Dishwasher? Any luck? 
GUS(m):Nope, but -- 
CLERK(?):Mr. Gorman, according to our records you have been unemployed for 36 weeks. 
GUS(m):Thirty-five. 
CLERK(?):Not counting this week.  You secured employment last June as a messenger and were discharged after one day for. . . 
GUS(m):They said I lost it on the subway, but it ain't the truth! It was a pickpocket took it! 
CLERK(?):A television set? 
GUS(m):Well, it was one of them little bitty two-inch screen Japanese jobs. 
CLERK(?):The only other employment you found was in a fast-food joint--  -- which lasted. . . 28 minutes! Well! That's some kind of record. Talk about fast! 
GUS(m):Man, them people was crazy! How they 'spect you to learn all that jive on the first day? ""Hold the pickle! Hold the lettuce! Extra onions! Special sauce! No special sauce!"" Ain't nobody found no meat inside that glop yet. 
CLERK(?):Mr. Gorman, the city of Metropolis is generous to a fault, but. . . 
GUS(m):I know, I'm the fault. 
CLERK(?):Thirty-six weeks of chronic unemployment, thirty-six weeks of living off the taxes of hard-working citizens. Do you know what you are? 
GUS(m):Don't call me a bum! I ain't no bum! 
CLERK(?):You are, I was about to say, no longer eligible. 
GUS(m):What about this week's check? 
CLERK(?):",superman iii,33.33333333333333,AN17,0,,0,,,3,AN11,1,"Rationalization,Brandishing Anger",1,Dependency,"Man, them people was crazy! How they 'spect you to learn all that jive on the first day? <break> Don't call me a bum! I ain't no bum!",3,AN1,1,"Denial,Playing Victim Role,Accusation",1,"Dependency,Over-responsibility","They said I lost it on the subway, but it ain't the truth! It was a pickpocket took it! <break> Man, them people was crazy! <break> I know, I'm the fault.",5,23,manipulative
3774,85514980,"Person1: ""The Angel of Flight 104!""  You're telling me you're the A...?
Person2: ""Angel!""  I didn't say ""angel,"" that's a little strong.  Listen, here's the thing, I gotta get over there to the TV station to collect my million bucks.
Person1: Mister LaPlante, I really want to help you, but crazy stories are only going to make it worse.  The D.A. is asking your bail be set at twenty-five thousand dollars because you were arrested again while you were out on bail...
Person2: Twenty-five grand is peanuts!  All you gotta do is get me outta here long enough to collect.",1,"DONNA(f):""The Angel of Flight 104!""  You're telling me you're the A...? 
BERNIE(m):""Angel!""  I didn't say ""angel,"" that's a little strong.  Listen, here's the thing, I gotta get over there to the TV station to collect my million bucks. 
DONNA(f):Mister LaPlante, I really want to help you, but crazy stories are only going to make it worse.  The D.A. is asking your bail be set at twenty-five thousand dollars because you were arrested again while you were out on bail... 
BERNIE(m):Twenty-five grand is peanuts!  All you gotta do is get me outta here long enough to collect.",hero,100.0,AN6,1,"Rationalization,Persuasion or Seduction",0,,"Twenty-five grand is peanuts! All you gotta do is get me outta here long enough to collect. <break> Mister LaPlante, I really want to help you, but crazy stories are only going to make it worse. The D.A. is asking your bail be set at twenty-five thousand dollars because you were arrested again while you were out on bail",4,AN1,1,"Rationalization,Persuasion or Seduction",1,"Over-responsibility,Over-intellectualization","Twenty-five grand is peanuts! All you gotta do is get me outta here long enough to collect. <break> Listen, here's the thing, I gotta get over there to the TV station to collect my million bucks.",5,AN11,1,Persuasion or Seduction,0,,Twenty-five grand is peanuts! All you gotta do is get me outta here long enough to collect.,3,24,manipulative
1435,85517943,"Person1: I never thought I'd say this, but I'm glad you came.
Person2: Understood- you realize now you could never have done it without me.
Person1: Actually, I could have done it much more easily without you, but for whatever reason, I'm glad you came.",0,"PATTERSON(m):I never thought I'd say this, but I'm glad you came. 
REDBEARD(m):Understood- you realize now you could never have done it without me. 
PATTERSON(m):Actually, I could have done it much more easily without you, but for whatever reason, I'm glad you came.",the ghost and the darkness,100.0,AN8,0,,0,,,4,AN6,0,,0,,,4,AN1,0,,0,,,4,25,non_manipulative
